timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length,ttl,tcp_flags,attack_type
1742700968.513107,10.53.148.32,198.51.100.126,50169,443,HTTPS,892,64,34.0,normal
1742700968.574294,172.17.225.186,104.26.209.36,52956,8080,HTTP,427,32,32.0,normal
1742700969.078697,172.28.224.29,203.0.113.171,10889,443,HTTPS,779,64,11.0,normal
1742700973.119494,32.215.13.21,192.168.1.109,55532,8443,HTTPS,391,32,0.0,normal
1742700975.393425,10.0.0.222,52.223.107.120,33465,8080,HTTP,814,128,27.0,normal
1742700975.708578,172.29.74.128,198.51.100.161,20582,8443,HTTPS,1150,128,33.0,normal
1742700979.337595,10.210.174.183,203.0.113.188,17849,443,HTTPS,1029,64,56.0,normal
1742700979.645769,172.16.0.37,198.51.100.253,59627,8080,HTTP,212,64,41.0,normal
1742700980.145027,183.155.191.103,172.25.64.11,62461,80,HTTP,1395,32,12.0,normal
1742700981.294699,192.168.1.118,104.26.153.209,26998,8080,HTTP,217,32,14.0,normal
1742700981.59496,172.22.177.154,198.51.100.85,59799,443,HTTPS,712,64,33.0,normal
1742700984.688988,172.28.69.33,198.51.100.165,11623,443,TLS,259,64,62.0,normal
1742700985.599268,172.25.197.63,203.0.113.71,42923,53,DNS,287,64,,normal
1742700986.723423,203.0.113.117,192.168.1.52,14461,8443,HTTPS,778,128,15.0,normal
1742700986.979796,192.168.1.188,203.0.113.117,37747,443,HTTPS,1346,32,42.0,normal
1742700988.430206,104.25.139.202,192.168.1.64,20394,443,TCP,101,128,1.0,normal
1742700988.576336,10.161.195.5,161.140.91.1,48562,0,ICMP,68,32,,normal
1742700989.195496,192.168.1.250,136.202.210.189,53930,8443,HTTPS,473,128,11.0,normal
1742700989.228369,203.0.113.106,10.0.0.125,63325,445,SMB,882,128,,normal
1742700995.604437,10.58.1.87,31.21.227.38,25605,0,ICMP,72,64,,normal
1742700996.897806,10.0.0.165,104.31.104.252,21757,8080,HTTP,1491,128,21.0,normal
1742700998.222628,198.51.100.124,192.168.1.214,62431,80,HTTP,991,128,62.0,normal
1742700998.225494,192.168.1.162,203.0.113.62,37929,80,HTTP,1393,128,38.0,normal
1742700999.922119,10.26.167.42,104.22.56.69,17280,443,HTTPS,1297,32,55.0,normal
1742701001.022049,172.22.71.248,203.0.113.89,50449,21,TCP,580,32,34.0,normal
1742701006.484338,104.16.144.162,172.28.142.60,39324,161,SNMP,127,128,,normal
1742701006.794647,192.168.1.144,203.92.204.75,43440,8080,HTTP,284,128,54.0,normal
1742701008.428007,10.20.45.144,104.26.119.70,42852,53,DNS,279,128,,normal
1742701011.510736,192.168.1.142,198.51.100.82,49706,587,SMTP,245,128,29.0,normal
1742701011.750305,172.23.211.242,203.0.113.64,57580,53,DNS,157,128,,normal
1742701012.359149,10.17.242.62,198.51.100.179,14596,8080,HTTP,1020,32,4.0,normal
1742701013.09093,203.0.113.4,172.25.78.175,32255,443,TLS,683,128,63.0,normal
1742701013.121588,192.168.1.247,47.233.89.157,48732,53,DNS,259,64,,normal
1742701013.22605,192.168.1.109,203.0.113.222,29149,67,DHCP,475,32,,normal
1742701015.699243,10.83.241.238,124.52.1.223,45906,80,HTTP,1146,32,42.0,normal
1742701016.121502,10.141.174.224,213.112.87.176,51239,0,ICMP,144,64,,normal
1742701016.587615,198.51.100.48,192.168.1.98,50041,80,HTTP,509,128,21.0,normal
1742701016.679551,147.34.162.254,192.168.1.171,36616,80,HTTP,1067,32,53.0,normal
1742701017.493633,10.38.101.14,9.27.161.46,13654,587,SMTP,432,32,25.0,normal
1742701018.196429,172.16.0.245,203.0.113.164,17661,22,TCP,654,32,21.0,normal
1742701019.549654,192.168.1.98,198.51.100.190,11834,80,HTTP,907,128,32.0,normal
1742701019.592497,192.168.1.210,222.218.49.97,53202,53,DNS,299,128,,normal
1742701020.351573,192.168.1.220,203.0.113.109,60095,53,DNS,232,32,,normal
1742701023.880074,172.27.53.202,104.22.36.62,30364,53,DNS,111,32,,normal
1742701026.420712,172.16.247.122,179.141.169.57,51842,443,HTTPS,617,64,26.0,normal
1742701027.048448,172.17.143.52,198.157.138.67,51212,80,HTTP,1479,32,60.0,normal
1742701027.675874,10.135.6.37,198.51.100.41,48790,53,DNS,230,64,,normal
1742701028.183825,198.51.100.186,172.31.108.136,64382,3389,RDP,516,64,,normal
1742701028.27729,10.146.121.144,22.54.236.211,48003,443,TCP,667,32,17.0,normal
1742701029.37544,63.78.245.127,172.28.58.135,48094,80,TCP,644,128,21.0,normal
1742701029.853852,10.0.0.207,104.28.240.147,23948,8080,HTTP,930,64,43.0,normal
1742701032.222935,49.24.190.164,192.168.1.34,51605,443,HTTPS,534,128,27.0,normal
1742701032.936315,10.112.214.237,104.18.23.150,64862,443,HTTPS,1052,32,20.0,normal
1742701034.533483,192.168.1.71,203.0.113.146,22384,53,DNS,286,32,,normal
1742701040.597717,192.168.1.1,198.51.100.38,46032,8080,HTTP,253,128,61.0,normal
1742701041.23596,198.51.100.175,192.168.1.26,31264,8080,HTTP,1283,64,29.0,normal
1742701041.876129,172.21.196.139,104.20.201.70,43806,22,SSH,381,32,60.0,normal
1742701042.945162,10.173.205.30,148.92.166.190,45070,0,ICMP,276,32,,normal
1742701043.150922,192.168.1.35,198.51.100.83,47891,8443,HTTPS,245,64,24.0,normal
1742701044.663527,10.111.246.53,203.0.113.111,34393,22,TCP,369,128,4.0,normal
1742701045.312569,104.26.111.246,10.146.9.71,12296,443,TLS,209,128,47.0,normal
1742701046.474447,192.168.1.89,198.51.100.31,42699,443,HTTPS,959,128,44.0,normal
1742701049.34547,78.59.40.75,192.168.1.45,23716,443,TCP,756,64,60.0,normal
1742701050.304519,172.18.64.144,195.90.203.177,53233,161,UDP,332,32,,normal
1742701051.616531,118.241.97.84,172.17.151.200,57820,1900,UDP,234,128,,normal
1742701051.93732,216.140.211.174,172.21.44.58,54237,80,HTTP,214,64,54.0,normal
1742701053.379513,192.168.1.164,203.0.113.58,26547,22,SSH,618,32,9.0,normal
1742701055.221879,198.51.100.129,10.0.0.153,54523,22,TCP,314,64,35.0,normal
1742701055.477595,172.16.0.87,208.128.247.165,52001,80,HTTP,1020,128,11.0,normal
1742701056.782915,170.185.33.75,192.168.1.173,33973,0,ICMP,242,32,,normal
1742701057.281857,167.154.24.156,10.0.0.187,46759,8443,HTTPS,475,64,16.0,normal
1742701058.825152,192.168.1.178,198.51.100.131,22459,53,DNS,245,64,,normal
1742701059.000688,104.16.86.214,192.168.1.125,33324,443,HTTPS,919,64,63.0,normal
1742701059.409363,192.168.1.102,198.51.100.158,40147,443,HTTPS,831,128,57.0,normal
1742701061.096844,10.233.234.175,105.210.102.136,43599,80,TCP,511,64,25.0,normal
1742701061.255963,192.168.1.213,198.51.100.102,59557,443,HTTPS,1227,32,50.0,normal
1742701061.878874,172.31.142.128,25.124.132.125,25249,80,HTTP,921,64,14.0,normal
1742701064.620142,10.0.0.120,104.27.167.89,53330,21,FTP,1245,32,30.0,normal
1742701067.716598,192.168.1.111,104.21.188.20,55889,443,HTTPS,741,64,61.0,normal
1742701069.009342,10.0.0.230,203.0.113.89,58094,53,UDP,584,64,,normal
1742701069.035577,172.18.109.170,104.21.19.150,19327,53,DNS,184,32,,normal
1742701070.096608,104.25.86.79,172.27.12.107,44811,161,UDP,511,32,,normal
1742701072.101111,172.30.64.192,126.230.230.59,35012,80,HTTP,279,64,27.0,normal
1742701072.246486,192.168.1.130,203.0.113.106,27529,8080,HTTP,738,64,37.0,normal
1742701073.254046,172.30.89.49,198.51.100.129,26165,80,TCP,400,128,30.0,normal
1742701073.408398,10.23.87.206,198.51.100.15,29900,3389,RDP,597,64,,normal
1742701074.492492,104.31.25.212,10.146.146.39,43347,80,HTTP,390,32,8.0,normal
1742701083.53149,203.0.113.8,192.168.1.120,27216,53,DNS,203,128,,normal
1742701083.938867,104.17.178.249,10.97.199.61,10637,53,DNS,288,128,,normal
1742701085.697732,198.51.100.196,172.24.102.96,22602,443,HTTPS,889,32,14.0,normal
1742701085.938886,104.28.186.143,172.25.149.17,56833,53,DNS,106,128,,normal
1742701087.212715,172.16.0.205,3.209.60.153,17897,25,TCP,316,32,6.0,normal
1742701088.504867,104.26.34.41,192.168.1.94,49913,443,TLS,764,128,53.0,normal
1742701088.728093,10.35.168.37,68.69.13.158,50415,8080,HTTP,572,32,35.0,normal
1742701090.485211,192.168.1.239,198.51.100.241,43533,23,TELNET,442,128,,normal
1742701092.108205,192.168.1.194,110.45.49.95,11137,445,SMB,862,128,,normal
1742701094.625726,172.16.0.23,203.0.113.41,11498,25,TCP,569,32,47.0,normal
1742701094.795262,10.252.176.155,104.21.186.156,59173,8443,HTTPS,1141,32,35.0,normal
1742701098.509384,172.26.163.105,203.0.113.244,14381,22,SSH,311,32,1.0,normal
1742701098.663262,167.192.10.209,192.168.1.94,56404,123,NTP,80,64,,normal
1742701099.209056,192.168.1.28,216.91.148.222,41751,80,TCP,607,32,9.0,normal
1742701099.923575,192.168.1.151,203.0.113.79,48302,8443,HTTPS,598,64,11.0,normal
1742701103.517595,10.0.0.61,203.0.113.50,53778,443,HTTPS,1102,128,33.0,normal
1742701103.792084,207.208.203.80,192.168.1.153,28939,80,HTTP,1216,32,48.0,normal
1742701105.675982,10.33.136.222,198.51.100.1,63146,53,UDP,179,128,,normal
1742701107.022655,198.51.100.222,10.0.0.35,39469,8080,HTTP,760,128,11.0,normal
1742701109.37211,10.0.0.47,104.25.190.66,30585,8443,HTTPS,1323,32,15.0,normal
1742701112.427017,10.0.0.37,136.120.166.8,44653,443,HTTPS,510,32,43.0,normal
1742701113.538231,192.168.1.56,44.60.87.49,35839,0,ICMP,123,32,,normal
1742701113.872291,192.168.1.66,104.18.163.246,33000,8443,HTTPS,1061,64,44.0,normal
1742701114.134143,172.19.175.143,198.51.100.4,42690,53,DNS,184,128,,normal
1742701116.321139,172.16.0.19,104.16.157.126,59555,22,TCP,237,128,62.0,normal
1742701117.286174,192.168.1.164,202.196.216.104,55592,22,TCP,334,32,4.0,normal
1742701120.453348,172.23.77.97,198.51.100.189,47527,80,TCP,162,64,63.0,normal
1742701123.465171,192.168.1.179,104.25.0.134,14175,67,DHCP,619,32,,normal
1742701123.4784,10.0.0.88,104.17.208.244,34098,80,TCP,737,64,14.0,normal
1742701125.381324,76.20.188.45,10.31.31.113,62175,3389,RDP,606,64,,normal
1742701127.009143,172.20.170.117,132.0.189.6,28010,68,DHCP,145,128,,normal
1742701127.214345,172.20.153.77,104.26.194.181,33364,0,ICMP,174,32,,normal
1742701128.870702,192.168.1.127,101.178.70.124,14129,443,TCP,415,128,23.0,normal
1742701129.310144,203.0.113.65,10.248.123.207,60172,161,UDP,289,128,,normal
1742701130.699254,10.23.229.209,203.0.113.77,19073,53,DNS,104,32,,normal
1742701131.840565,10.56.135.24,198.51.100.193,36343,443,HTTPS,353,64,6.0,normal
1742701137.301593,172.21.85.113,97.142.166.220,21732,0,ICMP,250,32,,normal
1742701139.347598,192.168.1.243,104.17.175.132,50691,21,FTP,285,64,35.0,normal
1742701139.871731,172.26.228.81,198.51.100.31,37534,21,TCP,796,32,29.0,normal
1742701140.02723,198.51.100.100,172.23.132.0,65177,8443,HTTPS,475,32,18.0,normal
1742701141.160284,10.113.188.12,198.51.100.109,63632,8080,HTTP,953,32,60.0,normal
1742701142.762919,136.118.148.184,10.93.215.42,21636,80,HTTP,1070,64,30.0,normal
1742701144.971203,172.26.174.20,104.19.7.215,32382,22,SSH,129,128,5.0,normal
1742701146.079374,192.168.1.191,198.51.100.68,48431,443,TCP,772,128,56.0,normal
1742701147.537729,172.23.71.255,203.0.113.19,39690,443,HTTPS,1086,64,1.0,normal
1742701147.631935,10.184.171.1,16.118.10.82,61517,25,TCP,754,32,44.0,normal
1742701147.641792,172.25.52.69,134.123.212.214,24211,80,HTTP,821,32,51.0,normal
1742701148.945419,192.168.1.112,104.22.209.171,15990,443,HTTPS,564,64,42.0,normal
1742701149.691799,172.24.99.69,198.51.100.165,37918,53,DNS,124,128,,normal
1742701149.738003,172.23.167.216,203.0.113.215,15317,443,HTTPS,1121,32,60.0,normal
1742701149.768669,192.168.1.32,213.47.58.191,12701,21,TCP,525,32,18.0,normal
1742701151.123772,104.22.136.225,10.0.0.23,45487,21,FTP,1144,128,6.0,normal
1742701152.067661,10.159.243.229,203.0.113.243,58295,443,TLS,618,32,56.0,normal
1742701152.423499,10.83.207.252,203.0.113.74,24871,443,HTTPS,784,64,10.0,normal
1742701156.039247,172.24.155.66,104.31.199.168,26465,8443,HTTPS,259,128,24.0,normal
1742701157.688896,172.27.86.31,198.51.100.196,53795,8080,HTTP,236,32,52.0,normal
1742701158.1882,172.31.151.210,104.18.60.34,38628,443,TLS,369,64,13.0,normal
1742701159.841941,115.208.226.175,10.103.50.178,61412,68,DHCP,291,64,,normal
1742701160.160004,198.51.100.42,192.168.1.88,36852,8080,HTTP,971,64,16.0,normal
1742701160.907359,27.199.97.223,192.168.1.179,26810,21,TCP,716,64,29.0,normal
1742701161.721739,192.168.1.51,104.30.181.181,32758,3389,RDP,391,64,,normal
1742701161.989223,192.168.1.71,85.151.32.75,45411,123,NTP,122,32,,normal
1742701162.996229,203.0.113.27,192.168.1.224,44259,443,HTTPS,1046,64,5.0,normal
1742701165.180345,192.168.1.253,203.0.113.157,46501,443,HTTPS,381,128,32.0,normal
1742701167.437566,192.168.1.10,104.20.161.81,41604,25,SMTP,668,64,51.0,normal
1742701169.727908,172.19.175.187,198.51.100.21,26239,443,HTTPS,1143,64,19.0,normal
1742701171.649843,10.44.94.172,203.0.113.148,51572,443,HTTPS,498,32,23.0,normal
1742701171.698815,190.114.76.76,192.168.1.102,13254,123,NTP,69,64,,normal
1742701171.718288,198.51.100.216,172.31.41.80,16835,21,TCP,746,128,20.0,normal
1742701172.004223,192.168.1.125,117.128.121.85,21626,80,HTTP,334,32,22.0,normal
1742701172.819964,104.17.28.3,10.58.51.134,52973,80,TCP,782,64,48.0,normal
1742701173.592282,172.19.22.186,23.166.114.126,46620,445,SMB,1434,128,,normal
1742701173.737183,192.168.1.237,203.0.113.250,22704,20,FTP,1061,64,45.0,normal
1742701173.831855,104.23.10.90,10.0.0.182,40568,161,UDP,557,64,,normal
1742701174.261888,192.168.1.225,104.21.217.171,32880,1900,UDP,652,64,,normal
1742701175.252395,10.33.79.45,203.0.113.89,24789,22,SSH,340,64,35.0,normal
1742701177.015892,192.168.1.207,198.51.100.14,22966,68,DHCP,769,32,,normal
1742701179.148801,10.0.0.121,198.51.100.112,30730,53,DNS,233,128,,normal
1742701180.943915,172.21.150.199,198.51.100.97,50052,8080,HTTP,1108,32,32.0,normal
1742701181.41538,198.51.100.78,10.248.237.151,15218,8443,HTTPS,1224,128,24.0,normal
1742701181.535259,10.158.101.80,104.26.91.156,16858,8443,HTTPS,704,64,38.0,normal
1742701181.822273,177.181.32.90,192.168.1.57,39732,445,SMB,1214,32,,normal
1742701182.368724,192.168.1.188,203.0.113.231,12333,445,SMB,210,64,,normal
1742701182.724906,10.0.146.130,150.15.196.248,19313,443,TLS,328,128,11.0,normal
1742701184.597962,10.2.207.197,156.169.166.116,17974,68,DHCP,253,32,,normal
1742701184.800942,10.9.44.130,198.51.100.77,16998,25,TCP,383,64,15.0,normal
1742701184.895401,44.151.131.194,10.0.0.95,57560,21,TCP,632,64,31.0,normal
1742701184.933165,172.19.229.202,48.157.75.254,62478,443,HTTPS,1471,128,12.0,normal
1742701187.03304,185.174.101.73,172.16.0.119,17736,80,TCP,434,32,42.0,normal
1742701188.348854,10.95.255.130,203.0.113.62,46585,53,DNS,226,128,,normal
1742701189.219267,10.0.0.198,52.237.23.112,17057,53,DNS,269,64,,normal
1742701191.567926,172.22.206.153,203.0.113.227,20152,8443,HTTPS,1065,32,62.0,normal
1742701193.300015,66.124.47.234,192.168.1.9,25267,0,ICMP,145,64,,normal
1742701193.600539,198.51.100.214,10.208.114.161,27613,25,TCP,679,32,52.0,normal
1742701193.665733,104.22.91.233,192.168.1.15,15226,8080,HTTP,1228,32,47.0,normal
1742701194.973741,192.168.1.50,203.0.113.17,31301,443,TCP,255,64,62.0,normal
1742701196.822836,192.168.1.89,198.51.100.17,38966,8080,HTTP,836,64,19.0,normal
1742701197.799666,10.76.99.144,73.10.247.212,32879,25,TCP,356,64,52.0,normal
1742701198.856532,172.19.109.46,104.25.20.117,46894,8080,HTTP,223,32,30.0,normal
1742701199.387724,10.0.0.24,104.17.161.251,24887,21,TCP,496,32,40.0,normal
1742701200.951288,192.168.1.206,104.22.49.229,15380,443,TLS,274,32,10.0,normal
1742701204.006552,172.25.109.140,223.206.117.240,12426,8080,HTTP,462,32,63.0,normal
1742701205.329911,10.0.0.149,104.31.238.108,21708,8443,HTTPS,352,64,47.0,normal
1742701205.963588,198.51.100.176,172.23.113.181,35706,53,UDP,445,32,,normal
1742701206.937076,192.168.1.111,74.236.218.135,40929,8080,HTTP,586,64,22.0,normal
1742701213.537008,10.156.187.94,104.23.106.210,61503,443,HTTPS,528,128,18.0,normal
1742701214.200483,192.168.1.76,203.0.113.243,48475,443,TLS,283,64,21.0,normal
1742701215.587142,10.234.49.22,202.187.157.124,13188,22,TCP,626,32,25.0,normal
1742701218.047434,172.20.47.22,172.135.29.71,12633,20,FTP,743,32,21.0,normal
1742701219.088416,10.74.234.134,203.0.113.39,61421,443,TLS,674,32,38.0,normal
1742701220.205571,10.0.0.221,195.184.134.103,43894,53,DNS,119,32,,normal
1742701221.23721,203.0.113.109,10.74.48.54,25572,22,TCP,287,128,25.0,normal
1742701221.798095,104.29.112.194,192.168.1.72,15395,0,ICMP,83,128,,normal
1742701222.149487,104.22.248.182,192.168.1.254,22101,53,DNS,177,128,,normal
1742701226.826379,77.109.30.104,10.30.60.181,14692,53,DNS,165,128,,normal
1742701229.066817,10.0.0.251,203.0.113.214,62516,22,TCP,687,32,31.0,normal
1742701230.254503,10.0.0.131,104.31.35.175,34287,80,TCP,717,32,59.0,normal
1742701230.817939,10.0.0.72,203.0.113.216,56469,80,HTTP,424,64,45.0,normal
1742701231.196899,214.59.127.178,10.0.0.189,64268,80,HTTP,223,64,1.0,normal
1742701231.973353,175.251.30.228,172.16.0.47,28261,21,TCP,252,64,57.0,normal
1742701232.789932,198.51.100.200,10.220.125.128,63753,123,UDP,384,64,,normal
1742701233.523597,192.168.1.63,198.51.100.94,59385,53,DNS,118,128,,normal
1742701233.627694,192.168.1.207,104.31.62.120,29259,443,TLS,603,32,9.0,normal
1742701235.818594,172.29.109.38,148.241.215.53,60219,3389,RDP,513,64,,normal
1742701235.907493,172.23.86.29,203.0.113.23,33574,25,SMTP,298,64,27.0,normal
1742701236.027714,198.51.100.70,10.179.125.227,56587,22,SSH,105,128,24.0,normal
1742701237.597711,192.168.1.144,198.51.100.45,11002,8443,HTTPS,918,32,28.0,normal
1742701238.695235,62.248.145.88,10.10.39.8,34790,8443,HTTPS,538,128,38.0,normal
1742701241.015504,172.16.0.209,198.51.100.219,47360,8443,HTTPS,505,64,51.0,normal
1742701241.259315,172.16.0.234,104.27.248.249,64970,443,HTTPS,1285,128,54.0,normal
1742701241.386924,10.137.202.226,203.0.113.9,48521,8080,HTTP,657,64,60.0,normal
1742701241.776186,10.157.155.243,198.51.100.99,64218,123,UDP,322,64,,normal
1742701242.241437,198.51.100.241,172.16.0.73,43704,21,TCP,407,32,42.0,normal
1742701242.863363,104.27.153.223,172.18.62.42,52962,25,TCP,342,32,2.0,normal
1742701243.809188,192.168.1.204,198.51.100.5,48804,80,HTTP,241,128,44.0,normal
1742701245.440627,192.168.1.50,198.51.100.250,35971,443,TLS,457,128,9.0,normal
1742701246.077066,196.241.255.87,10.239.42.40,53615,445,SMB,818,32,,normal
1742701246.874685,192.168.1.42,206.99.34.103,23782,445,SMB,558,128,,normal
1742701247.798745,172.17.134.218,203.0.113.180,26748,8443,HTTPS,280,32,54.0,normal
1742701248.356303,10.0.0.251,203.0.113.184,55947,22,TCP,762,32,5.0,normal
1742701248.535679,93.185.58.87,172.31.128.207,54364,80,HTTP,918,64,18.0,normal
1742701248.60638,192.168.1.129,43.249.166.226,29986,8080,HTTP,476,128,18.0,normal
1742701249.097279,10.0.0.91,198.51.100.205,61255,162,SNMP,238,64,,normal
1742701250.098459,192.168.1.180,203.0.113.114,59673,443,TCP,586,128,7.0,normal
1742701252.170283,172.16.0.147,172.225.171.30,11693,443,HTTPS,525,128,26.0,normal
1742701252.278214,192.168.1.44,159.4.180.137,36854,443,HTTPS,1021,64,16.0,normal
1742701254.129777,172.16.0.245,104.28.220.210,38309,80,HTTP,1316,32,44.0,normal
1742701254.889986,198.51.100.125,172.16.0.224,48774,53,DNS,270,64,,normal
1742701255.324997,192.168.1.201,198.51.100.223,18864,443,TLS,712,128,17.0,normal
1742701255.65774,172.21.100.21,104.16.71.69,26367,443,TLS,206,64,56.0,normal
1742701257.484708,10.105.5.251,16.192.10.93,24616,443,HTTPS,1044,64,17.0,normal
1742701257.89479,203.0.113.250,192.168.1.46,44371,22,SSH,307,128,24.0,normal
1742701259.765482,172.25.175.246,198.51.100.244,27262,80,HTTP,354,128,24.0,normal
1742701260.099083,172.23.164.31,160.237.153.178,52938,20,FTP,517,32,0.0,normal
1742701263.189001,192.168.1.205,198.51.100.242,53794,53,DNS,263,64,,normal
1742701265.055826,172.28.5.125,203.0.113.163,58030,8443,HTTPS,491,32,28.0,normal
1742701265.111648,192.168.1.52,203.0.113.191,33247,443,HTTPS,357,64,6.0,normal
1742701270.606513,172.28.164.78,8.168.137.65,48175,53,DNS,278,64,,normal
1742701271.549067,192.168.1.246,203.0.113.49,13269,22,SSH,696,128,13.0,normal
1742701272.162033,172.29.31.215,198.51.100.250,21201,21,FTP,202,128,6.0,normal
1742701272.503717,203.0.113.98,192.168.1.91,27887,80,HTTP,1138,128,27.0,normal
1742701272.504455,104.16.219.229,10.50.107.68,51618,8443,HTTPS,1379,128,41.0,normal
1742701273.460552,192.168.1.20,104.31.99.184,15731,22,TCP,624,64,46.0,normal
1742701274.211582,221.236.88.184,172.22.250.107,31525,161,UDP,225,32,,normal
1742701274.38356,172.31.42.221,93.242.30.153,37685,8080,HTTP,1400,128,25.0,normal
1742701275.07601,10.0.0.244,97.181.191.193,18471,1900,UDP,531,128,,normal
1742701277.73876,10.71.73.245,203.0.113.221,14127,443,HTTPS,1199,32,35.0,normal
1742701278.446948,10.0.0.27,198.51.100.27,61065,3389,RDP,320,128,,normal
1742701279.755155,10.0.0.118,104.30.56.29,23008,443,HTTPS,446,128,44.0,normal
1742701283.581766,192.168.1.240,171.22.53.44,53935,8080,HTTP,306,128,45.0,normal
1742701285.056884,192.168.1.10,198.51.100.238,14002,22,SSH,261,32,12.0,normal
1742701285.598032,104.24.240.3,172.16.0.33,51244,123,NTP,85,32,,normal
1742701286.921084,10.128.96.233,150.161.247.221,55397,80,TCP,108,64,4.0,normal
1742701288.340578,192.168.1.4,132.45.116.253,49559,25,SMTP,277,128,48.0,normal
1742701289.733995,192.168.1.65,203.0.113.252,48638,8080,HTTP,909,64,2.0,normal
1742701290.519533,10.0.0.236,203.0.113.100,39507,80,HTTP,733,128,58.0,normal
1742701292.066358,203.0.113.18,10.51.177.191,60698,53,DNS,200,32,,normal
1742701294.662373,172.22.240.142,129.171.200.78,65317,443,TLS,100,32,54.0,normal
1742701297.134012,10.4.144.146,198.51.100.253,18513,8080,HTTP,1473,32,39.0,normal
1742701298.127365,192.168.1.148,203.0.113.4,64215,53,DNS,286,128,,normal
1742701300.232975,172.24.193.7,104.26.173.144,62022,68,DHCP,449,64,,normal
1742701303.046636,192.168.1.80,48.6.102.15,12023,53,DNS,157,128,,normal
1742701307.365305,172.20.76.110,104.16.204.117,34212,25,SMTP,352,128,3.0,normal
1742701309.244607,172.22.143.0,104.22.79.51,48193,53,DNS,241,32,,normal
1742701310.560463,198.51.100.59,172.23.251.206,34821,80,HTTP,550,32,3.0,normal
1742701311.174612,10.242.178.115,104.26.150.173,34960,68,DHCP,774,128,,normal
1742701312.639781,145.142.178.115,172.16.39.238,55754,8080,HTTP,403,32,9.0,normal
1742701313.272062,203.0.113.92,172.16.0.112,44861,25,TCP,528,32,5.0,normal
1742701313.866634,104.22.53.213,172.18.190.109,44809,587,SMTP,645,32,10.0,normal
1742701315.327588,10.0.0.233,198.51.100.243,19661,443,TCP,200,64,11.0,normal
1742701315.35868,10.179.196.98,203.0.113.52,64058,443,HTTPS,530,64,23.0,normal
1742701316.399501,172.20.67.162,198.51.100.65,45252,80,HTTP,1170,32,14.0,normal
1742701320.545017,172.30.175.202,104.27.219.16,32174,8443,HTTPS,1192,32,26.0,normal
1742701326.957128,10.148.132.153,104.30.6.78,14441,443,TLS,387,32,47.0,normal
1742701328.654924,203.0.113.155,172.17.89.223,10381,80,HTTP,1205,32,63.0,normal
1742701329.40625,192.168.1.8,203.0.113.21,56312,25,TCP,776,128,0.0,normal
1742701330.053322,203.0.113.68,192.168.1.201,21309,162,SNMP,254,128,,normal
1742701330.553959,86.232.72.70,192.168.1.249,18673,80,HTTP,1189,128,52.0,normal
1742701331.212183,192.168.1.137,195.95.133.54,16784,8080,HTTP,537,32,2.0,normal
1742701331.895547,172.20.46.102,198.51.100.51,51965,443,TLS,709,128,38.0,normal
1742701332.580609,192.168.1.43,104.17.219.137,63009,21,FTP,751,128,20.0,normal
1742701333.822451,203.0.113.79,192.168.1.99,13786,8080,HTTP,314,128,23.0,normal
1742701334.216958,192.168.1.105,203.0.113.174,39662,80,TCP,183,128,46.0,normal
1742701334.312546,172.24.234.152,198.51.100.178,19866,53,DNS,209,64,,normal
1742701336.092555,104.20.157.17,10.221.223.187,37233,443,HTTPS,1472,64,27.0,normal
1742701340.327727,10.70.184.217,22.160.19.24,34731,80,TCP,216,32,61.0,normal
1742701344.13802,172.21.21.15,37.252.24.115,60476,443,TLS,782,32,56.0,normal
1742701345.022096,172.16.0.130,46.70.132.221,31563,587,SMTP,426,32,27.0,normal
1742701345.610135,198.51.100.199,172.22.139.217,36990,443,TLS,677,32,26.0,normal
1742701346.051072,203.0.113.239,10.146.119.18,36168,80,HTTP,882,64,14.0,normal
1742701346.723824,104.20.130.60,10.0.0.55,21176,8443,HTTPS,781,128,5.0,normal
1742701349.739021,104.18.88.19,172.16.0.84,38823,443,TLS,408,32,23.0,normal
1742701350.048045,60.128.237.23,10.0.0.73,63058,8443,HTTPS,948,32,12.0,normal
1742701352.336458,172.27.215.65,203.0.113.239,43014,443,HTTPS,1079,128,41.0,normal
1742701352.340201,10.201.24.72,198.51.100.79,39742,162,SNMP,299,64,,normal
1742701353.838986,172.16.0.59,104.21.103.100,47492,80,HTTP,1130,128,41.0,normal
1742701357.405174,192.168.1.248,118.126.17.37,39246,25,TCP,315,32,37.0,normal
1742701359.470287,172.24.49.93,104.22.205.30,23137,21,FTP,1224,128,38.0,normal
1742701360.734124,10.0.0.109,134.172.167.241,62523,443,TLS,647,128,15.0,normal
1742701362.215169,10.0.0.104,198.51.100.248,64096,443,HTTPS,216,32,62.0,normal
1742701362.312906,192.168.1.184,104.21.50.19,34748,8080,HTTP,1187,64,19.0,normal
1742701362.888476,172.30.203.36,75.155.41.195,44834,22,SSH,615,32,7.0,normal
1742701364.42837,137.187.243.46,172.17.221.185,50960,80,HTTP,1036,128,6.0,normal
1742701364.789486,172.16.0.89,29.177.253.9,62674,80,HTTP,1473,128,59.0,normal
1742701365.507731,192.168.1.76,104.17.76.211,61118,443,TLS,132,32,23.0,normal
1742701367.74131,10.0.0.131,104.16.91.207,29399,3389,RDP,241,32,,normal
1742701369.469364,192.168.1.137,136.121.118.135,62970,22,SSH,250,64,57.0,normal
1742701369.478305,172.18.191.66,80.50.120.157,31506,53,DNS,126,32,,normal
